Function,nbCles,Time
TasArbre_Union,1000,0.000000
TasArbre_Union,5000,0.210000
TasArbre_Union,10000,0.918000
TasArbre_Union,20000,4.088000
TasArbre_Union,50000,42.000000
TasArbre_Union,80000,177.577000
TasArbre_Union,120000,530.153000
TasArbre_Union,200000,1391.601000
