Function,nbCles,Time
TasArbre_AjoutsIteratifs,1000,0.011935
TasArbre_AjoutsIteratifs,5000,0.192243
TasArbre_AjoutsIteratifs,10000,0.769292
TasArbre_AjoutsIteratifs,20000,3.079742
TasArbre_AjoutsIteratifs,50000,19.309505
